file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertIterableEquals.java,org.junit.jupiter.api.AssertIterableEquals,"assertIterableEquals/4[java.lang.Iterable<?>,java.lang.Iterable<?>,java.util.Deque<java.lang.Integer>,java.lang.Object]",FALSE,50,3,3,2,1,1,1,3,0,0,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertIterableEquals.java,org.junit.jupiter.api.AssertIterableEquals,"failActualIterableIsNull/2[java.util.Deque<java.lang.Integer>,java.lang.Object]",FALSE,145,2,6,1,5,1,5,3,0,0,2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,10,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ExtensionContext.java,org.junit.jupiter.api.extension.ExtensionContext$Namespace,append/1[java.lang.Object[]],FALSE,703,2,1,0,1,1,5,8,1,1,1,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,25,1,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ExtensionContext.java,org.junit.jupiter.api.extension.ExtensionContext$Namespace,hashCode/0,FALSE,691,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ExtensionContext.java,org.junit.jupiter.api.extension.ExtensionContext$Namespace,create/1[java.lang.Object[]],FALSE,666,1,1,0,1,1,3,5,1,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,33,9,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ExtensionContext.java,org.junit.jupiter.api.extension.ExtensionContext$Namespace,equals/1[java.lang.Object],FALSE,679,1,0,0,0,4,2,10,3,1,1,2,0,0,0,3,0,0,0,0,1,0,1,0,0,0,10,1,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ExtensionContext.java,org.junit.jupiter.api.extension.ExtensionContext$Namespace,Namespace/1[java.util.List<java.lang.Object>],TRUE,674,0,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\TestInstances.java,org.junit.jupiter.api.extension.TestInstances,getInnermostInstance/0,FALSE,33,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\TestInstances.java,org.junit.jupiter.api.extension.TestInstances,findInstance/1[java.lang.Class<T>],FALSE,59,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\TestInstances.java,org.junit.jupiter.api.extension.TestInstances,getEnclosingInstances/0,FALSE,42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\TestInstances.java,org.junit.jupiter.api.extension.TestInstances,getAllInstances/0,FALSE,51,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertNull.java,org.junit.jupiter.api.AssertNull,AssertNull/0,TRUE,25,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertNull.java,org.junit.jupiter.api.AssertNull,"assertNull/2[java.lang.Object,java.lang.String]",FALSE,33,1,3,2,1,2,1,5,0,0,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,8,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertNull.java,org.junit.jupiter.api.AssertNull,"failNotNull/2[java.lang.Object,java.lang.Object]",FALSE,45,1,7,2,5,1,5,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertNull.java,org.junit.jupiter.api.AssertNull,assertNull/1[java.lang.Object],FALSE,29,1,2,1,1,1,1,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertNull.java,org.junit.jupiter.api.AssertNull,"assertNull/2[java.lang.Object,java.util.function.Supplier<java.lang.String>]",FALSE,39,1,2,1,1,2,1,5,0,0,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,9,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ExtensionContext.java,org.junit.jupiter.api.extension.ExtensionContext$Store,"remove/2[java.lang.Object,java.lang.Class<V>]",FALSE,623,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ExtensionContext.java,org.junit.jupiter.api.extension.ExtensionContext$Store,"getOrComputeIfAbsent/3[K,java.util.function.Function<K,V>,java.lang.Class<V>]",FALSE,560,2,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ExtensionContext.java,org.junit.jupiter.api.extension.ExtensionContext$Store,get/1[java.lang.Object],FALSE,435,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ExtensionContext.java,org.junit.jupiter.api.extension.ExtensionContext$Store,"get/2[java.lang.Object,java.lang.Class<V>]",FALSE,453,1,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ExtensionContext.java,org.junit.jupiter.api.extension.ExtensionContext$Store,"getOrComputeIfAbsent/2[K,java.util.function.Function<K,V>]",FALSE,531,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ExtensionContext.java,org.junit.jupiter.api.extension.ExtensionContext$Store,getOrComputeIfAbsent/1[java.lang.Class<V>],FALSE,527,3,1,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57,65536,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ExtensionContext.java,org.junit.jupiter.api.extension.ExtensionContext$Store,"put/2[java.lang.Object,java.lang.Object]",FALSE,588,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ExtensionContext.java,org.junit.jupiter.api.extension.ExtensionContext$Store,"getOrDefault/3[java.lang.Object,java.lang.Class<V>,V]",FALSE,491,3,1,0,1,2,1,4,1,1,3,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,46,65536,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ExtensionContext.java,org.junit.jupiter.api.extension.ExtensionContext$Store,remove/1[java.lang.Object],FALSE,606,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\MethodOrderer.java,org.junit.jupiter.api.MethodOrderer$DisplayName,DisplayName/0,TRUE,194,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\MethodOrderer.java,org.junit.jupiter.api.MethodOrderer$DisplayName,orderMethods/1[org.junit.jupiter.api.MethodOrdererContext],FALSE,203,1,1,0,1,1,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertDoesNotThrow.java,org.junit.jupiter.api.AssertDoesNotThrow,assertDoesNotThrow/1[org.junit.jupiter.api.function.ThrowingSupplier<T>],FALSE,57,3,2,1,1,1,1,3,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertDoesNotThrow.java,org.junit.jupiter.api.AssertDoesNotThrow,AssertDoesNotThrow/0,TRUE,31,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertDoesNotThrow.java,org.junit.jupiter.api.AssertDoesNotThrow,"assertDoesNotThrow/2[org.junit.jupiter.api.function.Executable,java.lang.String]",FALSE,39,2,2,1,1,1,1,3,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertDoesNotThrow.java,org.junit.jupiter.api.AssertDoesNotThrow,"assertDoesNotThrow/2[org.junit.jupiter.api.function.ThrowingSupplier<T>,java.lang.Object]",FALSE,69,4,5,3,2,2,3,9,1,0,2,3,1,2,0,0,1,0,0,0,0,0,1,0,0,0,14,10,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertDoesNotThrow.java,org.junit.jupiter.api.AssertDoesNotThrow,"assertDoesNotThrow/2[org.junit.jupiter.api.function.Executable,java.util.function.Supplier<java.lang.String>]",FALSE,43,2,2,1,1,1,1,3,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertDoesNotThrow.java,org.junit.jupiter.api.AssertDoesNotThrow,"assertDoesNotThrow/2[org.junit.jupiter.api.function.ThrowingSupplier<T>,java.util.function.Supplier<java.lang.String>]",FALSE,65,3,2,1,1,1,1,3,1,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertDoesNotThrow.java,org.junit.jupiter.api.AssertDoesNotThrow,assertDoesNotThrow/1[org.junit.jupiter.api.function.Executable],FALSE,35,2,2,1,1,1,1,3,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertDoesNotThrow.java,org.junit.jupiter.api.AssertDoesNotThrow,"createAssertionFailedError/2[java.lang.Object,java.lang.Throwable]",FALSE,79,3,8,2,6,1,9,3,1,0,2,9,1,1,0,0,0,0,1,0,0,1,0,0,0,0,14,10,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertDoesNotThrow.java,org.junit.jupiter.api.AssertDoesNotThrow,"assertDoesNotThrow/2[org.junit.jupiter.api.function.Executable,java.lang.Object]",FALSE,47,3,5,3,2,2,3,9,0,0,2,3,1,2,0,0,1,0,0,0,0,0,1,0,0,0,14,10,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertDoesNotThrow.java,org.junit.jupiter.api.AssertDoesNotThrow,"assertDoesNotThrow/2[org.junit.jupiter.api.function.ThrowingSupplier<T>,java.lang.String]",FALSE,61,3,2,1,1,1,1,3,1,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertDoesNotThrow.java,org.junit.jupiter.api.AssertDoesNotThrow,buildSuffix/1[java.lang.String],FALSE,87,0,1,1,0,2,1,3,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,10,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\io\TempDirFactory.java,org.junit.jupiter.api.io.TempDirFactory,createTempDirectory/1[org.junit.jupiter.api.extension.ExtensionContext],FALSE,49,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\io\TempDirFactory.java,org.junit.jupiter.api.io.TempDirFactory,close/0,FALSE,66,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65536,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,nullSafeGet/1[java.util.function.Supplier<java.lang.String>],FALSE,53,0,1,1,0,2,1,3,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,formatIndexes/1[java.util.Deque<java.lang.Integer>],FALSE,68,0,8,8,0,3,5,7,2,1,1,5,0,0,0,1,0,0,5,0,1,1,1,0,0,0,8,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,AssertionUtils/0,TRUE,29,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,"doublesAreEqual/2[double,double]",FALSE,102,0,6,6,0,2,1,3,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,assertValidDelta/1[float],FALSE,81,1,3,2,1,3,3,5,0,0,1,3,1,2,0,0,0,0,0,1,0,0,1,0,0,0,6,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,fail/1[java.lang.String],FALSE,37,1,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,fail/1[java.util.function.Supplier<java.lang.String>],FALSE,49,2,2,1,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,fail/1[java.lang.Throwable],FALSE,45,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,failIllegalDelta/1[java.lang.String],FALSE,113,1,3,2,1,1,1,3,0,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,6,10,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,"floatsAreEqual/2[float,float]",FALSE,93,0,6,6,0,2,1,3,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,"fail/2[java.lang.String,java.lang.Throwable]",FALSE,41,1,1,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,assertValidDelta/1[double],FALSE,87,1,3,2,1,3,3,5,0,0,1,3,1,2,0,0,0,0,0,1,0,0,1,0,0,0,6,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,"objectsAreEqual/2[java.lang.Object,java.lang.Object]",FALSE,106,0,4,4,0,2,1,6,2,0,2,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,7,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,"doublesAreEqual/3[double,double,double]",FALSE,97,1,7,5,2,2,3,4,1,0,3,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,9,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,fail/0,FALSE,33,1,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,getCanonicalName/1[java.lang.Class<?>],FALSE,57,0,4,4,0,3,3,10,2,1,1,3,0,0,0,1,1,1,0,0,1,0,1,0,0,0,8,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,org.junit.jupiter.api.AssertionUtils,"floatsAreEqual/3[float,float,float]",FALSE,76,1,7,5,2,2,3,4,1,0,3,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,9,8,0,FALSE
C:\Users\draj0.CHANDRIKAV\Downloads\junit5-main\junit5-main\junit-jupiter-api\src\main\java\org\junit\jupiter\api\MethodOrdererContext.java,org.junit.jupiter.api.MethodOrdererContext,getMethodDescriptors/0,FALSE,38,0,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,TRUE
